Nome;Descrizione;Tipo;Latitudine;Longitudine
Rocca di San Quirico;Si possono ammirare i ruderi del castello e la vista panoramica;generici;40.75989;14.68602
Congregazione Religiosa Suore Divine;E' una congrega religiosa situata nella piazza di San Marzano;generici;40.77476;14.59193
Chiesa di Santa Maria delle Grazie;E' una delle più importanti chiese essendo il 2 edificio di culto;generici;40.77653;14.58931
Chiesa di San Biagio;E' una chiesa cattolica che si trova a San Marzano ed è dedicata al santo Patrono San Biagio;generici;40.77524;14.59053
Abbazia di Santa Maria Maddalena in Armillis;L’attuale chiesa, contornata da affreschi coevi, è quel che resta di un’importante abbazia benedettina.;generici;40.732961;14.604014
Acquedotto romano di Sant'Egidio;E’ un impianto classico di acquedotto romano, alimentato da diverse sorgenti, fornisce d'acqua la Fontana Helvius;generici;40.7328;14.604281
Torre di Chiunzi;E' una torre di difesa che fu costruita al di sopra del valico, sul lato occidentale.;generici;40.71875;14.619769
Chiesa di Sant'Antonio da Padova;"La facciata principale, prospiciente la strada G. Mazzini, si presenta semplice e priva di decorazione. Ai lati si ergono due paraste di ordine corinzio con al centro una vetrata rettangolare, rappresentante Sant'Antonio, che sovrasta l'ingresso principale; il tutto sormontato da un timpano triangolare.";generici;40.757472;14.584056
Cappella del Rosarietto;Informazione assente;generici;40.734028;14.602639
Antico Eremo di Sant'Angelo;Resti dell'antica chiesa di Sant'Angelo.;generici;40.734028;14.597361
Chiesa di Santa Maria delle Grazie;La chiesa è a tre navate, quella centrale, più alta e leggermente più lunga di quelle laterali. Le navate laterali,invece, terminano con due altari dedicati rispettivamente a S. Aniello e a S. Lucia, sono caratterizzate da archi poggianti su pilastri centrali in muratura.;generici;40.736083;14.593917
Palazzo Ferrajoli della Fontana;Il palazzo che porta il nome di un ramo della famiglia Ferrajoli ingloba una struttura precedente di proprietà della famiglia Desiderio.;generici;40.733319;14.60475
Palazzo Ferrajoli della Starza;Questo Palazzo Ferrajoli fu edificato su un terreno nei primi anni del 1800 su un terreno che era stato proprietà prima dell’Abate dell’antico Monastero di S.Trifone di Ravello e poi dell’Abazia di S.Maria Maddalena: la Starza, appunto, estesa per circa 10 ettari.;generici;40.73267;14.596305
Fontana Helvius;La Fontana di Publio Helvius o Fontana Helvius è un blocco di marmo bianco, a forma di prisma il cui lato sud è appoggiato ad un muro in pietra. Sui tre lati vi sono delle figure in rilievo e sul bordo del lato lungo, che guarda a nord è riportata una scritta consumata dal tempo, la cui parte leggibile oggi è limitata,in pratica, ad una sola parola: HELVIUS. La figura rappresentata su due delle facce della fontana è il dio Sarno. Sulla parte frontale, la divinità e seminuda e distesa con le gambe parzialmente coperte da un drappo.;generici;40.73313862082613;14.60413042488688
Chiesa di San Giacomo Maggiore;Principale edificio religioso del paese, venne realizzato sul terreno di una preesistente chiesa originaria del 1511 ed abbattuta a seguito di un accordo fra il governo locale dell'epoca, del feudatario e della diocesi di Sarno.;generici;40.79365776340497;14.60205624051611
Chiesa della Consolazione;informazione assente.;generici;40.79382465060125;14.60239114051612
Chiesa Santa Maria delle Grazie;informazione assente.;generici;40.79012843719361;14.60853046935174
Torre orologiaia;informazione assente.;generici;40.79109;14.60333
Palazzo Formosa;informazione assente.;generici;40.791969062066414;14.601639340209337
Casatori Dei Murales;informazione assente.;generici;40.78782190515936;14.610926640516002
Chiesa concattedrale di San Michele Arcangelo;La sede vescovile di Sarno risale al 1066 e l'antica cattedrale, di stile romanico, edificata in località Episcopio, rimase in vigore fino alla sua completa ricostruzione dalle fondamenta nel Seicento, ad opera del vescovo locale Stefano Sole di Castelblanco. Inaugurata nel 1627 essa subì ingenti danni a causa dell'eruzione del Vesuvio nel 1631;generici;40.82782;14.61164
Palazzo municipale;È un palazzo nobiliare del settecento con una facciata molto bella. Sede del Municipio e quindi luogo di attività costanti per il governo della città,ciò lo rende una struttura viva ed effervescente. Ha un grande atrio ed è assolutamente ben tenuto. Conserva il martirio di Sant'Andrea un'opera di grande pregio.;generici;40.81386738620871;14.620060880283102
Chiesa San Francesco d'Assisi, Chiostro e Centro Pastorale Interparrocchiale;L'edificazione della Chiesa e del relativo convento, risale alla fine del XIII secolo, anche se nulla resta di tale periodo. La chiesa attuale, ricostruita più' volte nel tempo risale nella sua configurazione attuale ai secc. XVIII-XIX. A navata unica con transetto, coperto da una cupola maiolicata esternamente, è ritmata da piccole cappelle con altare. Il convento, oggi in gran parte inglobato nel municipio, conserva il chiostro a pilastri squadrati e archi a tutto sesto, dove sono leggermente visibili tracce di affreschi con episodi della vita di S.Francesco, risalenti al '700.;generici;40.81430962642609;14.620026325922472
Santuario Maria Santissima delle Tre Corone;La Chiesa Santuario di Santa Maria Santissima delle Tre Corone è un monumento di significativo interesse religioso e turistico del Comune di Sarno. L’edificio originario venne eretto nel 1640, per iniziativa del grande vescovo Stefano Sole di Castelblanco, con la dedicazione al culto dei morti, ed ha assunto l’aspetto attuale nell’Ottocento, in occasione di un restauro in chiave neoclassica. La facciata è caratterizzata da paraste e da un elegante timpano. All’interno della Chiesa Santuario di Maria Santissima delle Tre Corone è custodita una scultura raffigurante San Michele Arcangelo, patrono di Sarno, celebrato ogni anno l’8 maggio.;generici;40.81290142604756;14.622014642913552
Insigne Collegiata San Matteo Apostolo ed Evangelista;Parrocchia molto suggestiva, facente parte della Sarno antica, situata al di sopra del Municipio. Si accede a piedi attraverso una scalinata antica ma comoda oppure dalla parte laterale alla chiesa attraverso una stradina. Una volta arrivati in cima, il panorama é bellissimo. Nelle giornate in cui il cielo é pulito, da quassù si posdono ammirare i faraglioni di Capri ed il campanile di Pompei.;generici;40.81545279925312;14.618929536625632
Chiesa dell'Immacolata;La sua architettura è ispirata allo stile in voga dell’epoca. Si tratta infatti, di un significativo esempio di arte barocca, in un modesto centro di provincia, caratteristica che si percepisce subito dall’armonica facciata arricchita da un notevole portale in pietra di tufo grigio, accortamente scolpito, simile a quello che impreziosisce il Palazzo Capua, che come già detto, si trova quasi di fronte.;generici;40.8125;14.621667
Santuario Madonna del Carmine al Castello;"La chiesetta della Madonna del Carmine rappresenta non solo un edificio di culto dell'intera popolazione che le fa visita periodicamente,ma il vero e proprio spirito sarnese; vedendola arroccata sul Saretto,dall'autostrada,dalla provinciale o dalle strade locali,essa ci accoglie come una colomba ,ricordandoci che ,nonostante le difficoltà che possiamo incontrare durante la giornata,alla fine, ,come la stella polare,essa è li,imperitura,fissa,una guida verso casa;Sarno riconosce la pasquetta perchè i ""ragazzi di ogni età"" la svegliano con la melodia delle campanelle presenti appena fuori il porticato della chiesetta ,che risuonano per tutta la valle; donne e madri,adoranti,per voto o per passione ,il 15 agosto o durante gli altri giorni di festa,si inerpicano per le stradine di montagna e lasciano che le preghiere illuminino di sacralità le nostre giornate.";generici;40.81654;14.624192
Chiesa di Sant'Alfonso;La Chiesa dedicata al Santo Vescovo e Dottore della Chiesa realizzata per opera del redentorista Mons. Nicola M. Laudisio Vescovo di Policastro nel 1859, è composta da un aula unica a pianta rettangolare arricchita da altarini laterali. Dall'ingresso raggiunto l'abside, dove in alto sull' Altare Maggiore domina la statua del Santo, si intravede una interessante cupola affrescata con immagini dell'Ascensione e la Crocifissione di Gesù.;generici;40.80941;14.620209
Chiesa di San Sebastiano Martire;Seriamente danneggiata dal terremoto e dalla guerra, negli anni 50 è stata magnificamente restaurata, all'interno e all'esterno, con i fondi forniti dal governo per i danni bellici, la Chiesa a navata unica, con facciata in un semplice stile neoclassico, presenta una pavimentazione in marmo bianco statuario e grigio bardiglio realizzati durante un restauro del 2004, materiali comuni alla gran parte di chiese coeve.;generici;40.810273;14.624105
Chiesa di San Teodoro Martire;"L’antica Chiesa di San Teodoro, situata nei pressi del Castello, oggi è soltanto un ammasso di ruderi. La prima notizia che abbiamo di questa Chiesa risale al 1237. Quando tra la fine del sec. XIV e il principio del XV i cittadini discesero dal monte al piano, la Parrocchia di San Teodoro si trasferì nella Chiesa di San Matteo e qui, col consenso del Capitolo della Collegiata, rimase per circa due secoli, cioè fino alla fine del sec. XVIII; Sul principio del ‘700 Mons. Tura trasferi la Parrocchia di San Teodoro nella Chiesa della Maddalena, elevandola ipso facto a dignità parrocchiale. La Chiesa, ad una sola navata, con due cappelline laterali con altari, dei quali uno è dedicato a San Teodoro e l’altro al Sacro Cuore di Gesù. Il popolo eminentemente tradizionalista chiama ancora questa Chiesa “la Maddalena”.";generici;40.817179;14.613769
Santuario Santa Maria della Foce;Il Santuario della Madonna di Foce si trova vicino al fiume Sarno, che appunto dà il nome anche alla città in provincia di Salerno. Questa chiesa è antica e proviene dai resti di un altro edificio che rimase in vita fino ad un alluvione avvenuto intorno all’anno 1000. Dopo questa distruzione il Santo Guglielmo chiamato dal conte di Sarno, venne in paese e decise di fondare il santuario in onore della Madonna Assunta.;generici;40.831371;14.594065
Borgo medievale di San Matteo - Terravecchia;Borgo San Matteo è il primo insediamento dell’alto medioevo, difatti, si sviluppa intorno la Chiesa di San Matteo, la prima parrocchia di Sarno. E' il 1280, l’anno della sua nascita. Attraversato dall’acquedotto Claudio il borgo è posto alle pendici del monte Saro ed è protetto dalla fortezza antica del castello.;generici;40.81597296486445;14.617879881565091
Torre del vecchio castello;Informazione assente;generici;40.81766599632965;14.619821519947148
Museo archeologico nazionale della Valle del Sarno;Il Museo archeologico nazionale della Valle del Sarno, è un museo inaugurato il 1º luglio 2011 presso Palazzo Capua, a Sarno. La collezione permanente ospita i reperti archeologici venuti alla luce negli scavi archeologici condotti a partire dal 1970 nei territori di Sarno, San Marzano sul Sarno e San Valentino Torio, in un percorso espositivo che copre il periodo dalla preistoria al Medioevo. L'ingresso è gratuito.;generici;40.81277006325431;14.622238053516709
Villa Lanzara - Del Balzo;Il complesso di Villa Lanzara del Balzo è un palazzo ottocentesco con ampio giardino, rifunzionalizzato dal comune di Sarno quale sede di attività culturali ed espositive.;generici;40.810833;14.622139
Scavi archeologici in località Foce;Il sito archeologico di Foce viene rappresentato dal teatro ellenistico-romano, rinvenuto negli anni sessanta a seguito di uno scavo per la costruzione di un industria STAR;generici;40.81278535140754;14.62218044046008
Teatro Ellenestico - Romano;;generici;40.831293581042125;14.597309377552152
Monumento ai caduti della prima guerra mondiale in Piazza Garibaldi;;generici;40.74941947617143;14.529395375703151
Monumento ai caduti in frazione Episcopio;Interessante è anche il dipinto sotto la volta opera del pittore napoletano Nicola Desiderio rappresentante Maria Assunta in Cielo dagli Angeli.;generici;40.82449;14.60493
Monumento in memoria delle vittime dell'evento franoso del 5 Maggio 1998 in Viale Margherita;;generici;40.820948344092464;14.613624214944974
Monumento a Mariano Abignente;Nel 1893 a Mariano fu dedicato un monumento in bronzo (opera dello scultore Giovanni Battista Amendola), eretto su un alto piedistallo proprio di fronte al municipio di Sarno, accanto alla Chiesa in cui è sepolto.;generici;40.81415;14.62006
Monumento a Giovanni Battista Amendola;;generici;40.81270185823581;14.618078693568693
Cappella di San Nicola dei Frecentese;Da quanto fin qui descritto dovrebbe essere apparso chiaro che la Chiesa dell’Immacolata, pur nelle sue modeste dimensioni architettoniche, sia un notevole scrigno di opere d’arte il cui più prezioso gioiello è certamente la statua dell’Immacolata, di cui ci accingiamo a parlare.;generici;40.814855;14.619281
Museo Archeologico Nazionale della Valle del Sarno;;generici;40.81273472214284;14.62217998919939
Palazzo Capua;Si tratta di una scultura lignea dipinta, datata 1696 e firmata dallo scultore ischitano Gaetano Patalano. Ma chi era questo scultore che tutti i testi qualificano, erroneamente, sorrentino?;generici;40.8127653630327;14.622453448716348
Palazzo S.Francesco - Municipio;;generici;40.8142012380591;14.62001146035366
Teatro Luigi De Lise;Teatro situato a Sarno ed è un luogo di intrattenimento.;generici;40.81365948478907;14.618255000028032
Parco Regionale del Fiume Sarno;Parco naturale a Sarno dedicato al fiume Sarno.;generici;40.81072611173897;14.6225621994373
Chiesa di San Martino;Chiesa in disuso.;generici;40.81448929809636;14.623354755491937
Vico San Martino;Vicolo situato nella città di Sarno;generici;40.814139258766815;14.62255576931993
Biblioteca comunale;Biblioteca comunale accessibile a tutti;generici;40.81990812546436;14.610416618134776
Santuario di Maria Santissima Incoronata dei Bagni;Il santuario della Madonna dei Bagni è un santuario del comune di Scafati in provincia di Salerno, costruita tra il 1600 e il 1700. Il santuario si trovava precedentemente nel comune di Angri e passò a Scafati nel 1928.;generici;40.749637920857374;14.549763857536146
Chiesa di Santa Maria delle Vergini;La chiesa di Santa Maria delle Vergini si trova a Scafati. Questo edificio è stato costruito tra il 1400 e il 1500.;generici;40.7505244463442;14.527301269174144
Chiesa Madonna delle Grazie;Luogo di culto situato a Scafati costruito tra il 1500 e il 1600.;generici;40.75432806363106;14.525080486363091
Chiesa di San Francesco di Paola;"essa ha un imponente facciata riccamente decorata risalente al XIX secolo. L'interno è a croce greca, il soffitto presenta affreschi con scene di vita di San Francesco ed una vetrata colorata sul lato destro. Anche se l'edificio è molto piccolo un tempo era il principale luogo dove si venerava il santo a Scafati (che poi è stato trasferito nella nuova chiesa); esso era posto sull'altare maggiore, oggi è luogo della venerazione del santissimo sacramento";generici;40.75151484798732;14.518476133812612
Nuova chiesa di San Francesco di Paola;"La chiesa di San Francesco di Paola sorge nel bel mezzo del corso Nazionale; essa ha un imponente facciata riccamente decorata risalente al XIX secolo. L'interno è a croce greca, il soffitto presenta affreschi con scene di vita di San Francesco ed una vetrata colorata sul lato destro. Oggi è luogo della venerazione del santissimo sacramento.";generici;40.755965754152605;14.517823956915048
Abbazia di Santa Maria di Realvalle;"L'abbazia, ricchissima di dotazioni regie, prosperò fin quando regnarono a Napoli gli Angioini; ma già prima che subentrassero gli Aragonesi era iniziata un'irresistibile decadenza, aggravata dal grande terremoto che nel 1456 ne distrusse in gran parte le strutture. Essa riuscì tuttavia a sopravvivere fino alla soppressione degli ordini religiosi benedettini e loro derivazioni, ordinata da Gioacchino Murat nel 1808, con l'incameramento da parte dello Stato dei loro beni e la successiva vendita.";generici;40.76347999161889;14.546326240074404
Chiesa di San Pietro Apostolo;informazione assente;generici;40.76015965736363;14.5400465973192
Chiesa di Sant'Antonio Vecchio;informazione assente;generici;40.7668269714577;14.53930009731942
Chiesa Croce Santa;;generici;40.750789029947775;14.528229684658564
Chiesa S. Francesco d'Assisi;;generici;40.75065440861654;14.517882860563455
Chiesa SS. Vergine del Suffragio;"L'aula ha una superficie netta di 620 mq per un altezza di quasi 12 m; la larghezza dai 12 m all'ingresso del presbiterio si allarga a 22 al centro per poi ridursi a 14 sulla facciata principale.";generici;40.78224176615844;14.547473291034011
Chiesa San Vincenzo Ferreri;;generici;40.77306180389716;14.516719719879966
Polverificio Borbonico;Il polverificio Borbonico è un'antica struttura dove si analizzava la polvere da sparo prima di passare nelle officine. Costruito nel 1851 la struttura è formata da una imponente facciata, con all'interno la cappella di santa Barbara patrona degli artificieri, oggi sconsacrata, è usata come auditorium.;generici;40.74766186564042;14.514814648843034
Chiesa dei Santi Rocco e Sebastiano e congrega del Rosario;I due edifici sono nati entrambi come congreghe: quelle minore della santa Madonna del Rosario è posata sulla destra, quella maggiore dei santi Rocco e Sebastiano sulla sinistra. L' edificio principale è dedicato a due santi protettori di Siano. Alla destra delle due congreghe si erge il maestoso campanile.;generici;40.80771791223228;14.690366739494488
Chiesa di Santa Maria delle Grazie;"La chiesa è situata al culmine dell'omonima via, in una zona pedemontana sotto una propaggine del monte ""Bosco Borbone/ Torre del Gatto.";generici;40.80319178981687;14.68506030737946
Chiesa di Maria Santissima Annunziata;La chiesa presenta una forma circolare, l'interno è ornato da squisiti dipinti tra cui l'affresco traslato dalla vicina cappella di Chivano.;generici;40.804392644602906;14.6927959972369
Palazzo Ducale;Per secoli è stata l'unica abitazione su due livelli del paese. I resti strutturali ancora oggi visibili lasciano intravedere una residenza fortificata simile in architettura ai castelli rinascimentali aragonesi. Con l'abolizione della feudalità è stato venduto e diviso in diverse unità abitative tra vari proprietari e le singole abitazioni sono andate soggette successivamente negli anni a diverse ristrutturazioni.;generici;40.8039193428352;14.692513769045297
Palazzo Di Benedetto;"Presenta una portale detto ""testa d'ariete"" per la caratteristica decorazione nella chiave di volta con un protome animale rappresentante la testa di un caprone.";generici;40.8039193428352;14.692513769045297
Palazzo Iennaco;"Presenta un portale detto ""nano dotato"" per la figura riprodotta in basso a sinistra.";generici;40.80478472800695;14.692380555858882
Palazzo Donnarumma;Presenta una struttura storica tipica della metà dell'Ottocento. In origine l'edificio sorgeva in mezzo a una distesa di terreno coltivato ed aveva annessa una grande aia ed era circondato da un'alta muratura di tufo.;generici;40.80053678479537;14.696098071201437
Monumento ai Caduti;Usato per commemorare i caduti durante la prima guerra mondiale.;generici;40.80243155338565;14.689867569045296
Licina;La Licina   una piccola spiaggia ubicata tra il Lido Azzurro e la rupe su cui sorge il centro storico, un tratto di costa in parte roccioso e in parte sabbioso, poco conosciuto ma apprezzato da molti di coloro che non amano la folla che solitamente invade le spiagge nel periodo estivo. Per accedere alla spiaggetta,  necessario percorrere circa 80 scalini non in perfette condizioni.;bandiere;40.35367564680688;14.991216125184684
Spiaggia Libera Porto;Promontorio roccioso carbonatico con l'abitato storico di Agropoli sulla sommit. A seguire spiaggia sabbiosa a ridosso del porto. Area con urbanizzazione intensa e verde pubblico.;bandiere;40.351412;14.985129
Trentova;Litorale roccioso carbonatico con costa bassa e spiaggia ciottolosa. Area con vegetazione costiera e superfici agricole. La baia di Trentova prende il nome dallo scoglio omonimo. Il nome deriva dal fatto che secondo la leggenda furono trovate nelle grotte sotto la roccia trenta uova di gabbiano o di tartaruga marina. Qui si trovano bar, lidi ed attrezzature turistiche. Accanto alla baia di Trentova c una piccola baia detta di San Francesco, dal nome del monastero sovrastante e dallo scoglio sito in mezzo al mare, riconoscibile per la croce posta sullestremit superiore. Verso nord si estende una lunga spiaggia attraversata da diversi torrenti che arriva alla zona archeologica di Paestum.;bandiere;40.343959;14.972363
Torre San Marco;Litorale sabbioso con urbanizzazione rada lungo la spiaggia. Costa bassa con aree agricole e foce del Fiume Solofrone a nord.;bandiere;40.369064;15.000101
Lungomare San Marco;La spiaggia del lungomare San Marco  stata insignita pi volte del prestigioso riconoscimento della Bandiera Blu.  una parte molto turistica della citt, dove hanno sede le principali strutture ricettive. Numerosi dunque gli hotel e gli appartamenti da affittare, cos come numerose sono tutte le attivit pi direttamente legate al turismo come bar, ristoranti e punti di ristoro in generale. Questi sono i motivi per cui risulta essere una delle parti pi animate e movimentate della cittadina di mare. Una passeggiata sul lungomare offre anche una suggestiva vista sulla torre San Marco, costruzione risalente ai primi del Novecento posta sull'estremit del centro storico.;bandiere;40.363049;14.999868
Torre del Telegrafo;Litorale sabbioso con presenza di strutture turistiche lungo la spiaggia. Promontorio roccioso ed urbanizzazione localizzati a sud del tratto. Territorio seminaturale con vegetazione bassa.;bandiere;40.127681;15.178731
Marina di Ascea;Litorale sabbioso con presenza di strutture turistiche lungo la spiaggia. Intensa urbanizzazione parallela alla costa.;bandiere;40.138267;15.169131
Piana di Velia;Litorale sabbioso con presenza di strutture turistiche lungo la spiaggia. Intensa urbanizzazione parallela alla costa. Foce del Torrente Fiumarella.;bandiere;40.155708;15.151506
San Domenico;La Spiaggia San Domenico, nota anche come Marina delle Barche per i locali,  una delle spiagge centrali di Marina di Camerota e si trova nelle vicinanze del porto turistico. Si tratta di una spiaggia panoramica, composta di soffice sabbia chiara caratterizzata da un litorale ampio e lungo centinaia di metri, che offre nella sua parte pi settentrionale la vista della centro storico del borgo Camerotano. La parte meridionale  pi suggestiva ed in genere meno caotica, anche perch non attrezzata, con colline ricoperte di verde che fanno da cornice alla spiaggia, su cui si trova la statua di San Domenico, patrono di Marina di Camerota. Il mare  spettacolare, turchese, cristallino e trasparente, con fondali sabbiosi e che diventano alti abbastanza velocemente, ideale per nuotare e fare il bagno.;bandiere;40.000468927537;15.378479686745411
Cala Finocchiara;Cala Finocchiaro o Cala Finocchiara  anche conosciuta come spiaggia del Troncone, probabilmente ribattezzata cos per via  di un grosso fusto dalbero che per molti anni  stato arenato sulla spiaggia.La spiaggia del Troncone di Marina di Camerota , ufficialmente, lunica spiaggia naturista autorizzata del sud Italia, se si esclude la siciliana di Gela. In Italia sono solo 7 le spiagge nudiste autorizzate.  A dir la verit, la spiaggia del Troncone di Camerota, non  solo una spiaggia nudista, ma presenta anche la zona per i tessili. I tessili, nel gergo naturista, sono coloro che utilizzano costumi da bagno a mare.;bandiere;40.0083235421216;15.338959584344122
Casina D'Amato;Litorale sabbioso con presenza di manufatti e strutture turistiche. Costa bassa con ampie aree a pineta costiera ed insediamenti abitativi alternati a zone agricole verso l'interno. Foce del Canale di Bonifica a sud del tratto.;bandiere;40.43172;14.978554
La Laura;Litorale sabbioso con presenza di manufatti e strutture turistiche. Costa bassa con ampie aree a pineta costiera ed insediamenti abitativi verso l'interno.;bandiere;40.449083;14.966605
Licinella;Litorale sabbioso con presenza di manufatti e strutture turistiche. Costa bassa con ampie aree a pineta costiera ed insediamenti abitativi alternati a zone agricole verso l'interno. Foci del Canale di Bonifica e del Torrente Capo di Fiume nel tratto.;bandiere;40.415393;14.988164
Foce Acqua dei Ranci;Litorale sabbioso con presenza di manufatti e strutture turistiche. Costa bassa con insediamenti abitativi alternati a zone agricole verso l'interno. Foci di Canali di Bonifica a nord e sud del tratto e del Torrente Acqua dei Ranci al centro.;bandiere;40.383405;15.00063
Varolato;Litorale sabbioso con presenza di manufatti e strutture turistiche. Costa bassa con ampie aree a pineta costiera e zone agricole verso l'interno. Foce del Fiume Sele circa 1 km. a nord del tratto.;bandiere;40.457892;14.959731
Torre di Dominella;Litorale con costa alta, rocciosa con profilo sinuoso. Presenza di rada urbanizzazione e area portuale a sud del tratto.;bandiere;40.176912;15.112285
Lungomare - Via Isola;Costa bassa formata dalla piana alluvionale del Fiume Alento. Litorale sabbioso con spiagge protette da scogliere frangiflutti. Presenza di intensa urbanizzazione e strutture turistiche. Area portuale a nord e foce del Fiume Alento a sud del tratto.;bandiere;40.173855;15.127706
Cala Pozzillo - San Marco;Costa bassa con intensa urbanizzazione. Litorale roccioso frastagliato con area portuale a sud del tratto.;bandiere;40.273128;14.940603
Lago Tresino;Costa rocciosa alta con litorale frastagliato ed a seguire costa bassa con intensa urbanizzazione. Territorio prevalentemente seminaturale con parte di litorale sabbioso a sud dell'area.;bandiere;40.30936;14.946049
Baia di Ogliastro;Costa rocciosa con litorale roccioso frastagliato e sabbioso. Abitato di Ogliastro Marina e foce del Rio dell'Arena a sud del tratto.;bandiere;40.234757;14.942703
Punta Dell'Inferno;Costa bassa con intensa urbanizzazione. Territorio prevalentemente agricolo con litorale sabbioso.;bandiere;40.292958;14.945933
Marina Piccola;Costa bassa con intensa urbanizzazione. Litorale sabbioso con scogliere frangiflutti a protezione delle spiagge.;bandiere;40.285534;14.945943
Marinella;La Spiaggia della Marinella  situata fuori dal centro di Palinuro, a ridosso della foce del fiume Lambro. Questa spiaggia in epoche precedenti ospitava il porto della Molpa i cui resti sono ancora visibili ai piedi del colle. La spiaggia offre una sabbia fine e dorata, con un paesaggio senza eguali con un mare limpido e pulito, dalle tonalit azzurre che sfumano al verde malva.;bandiere;40.030048;15.298609
Palinuro - Dune;La spiaggia  detta delle Dune per il fondale basso e per la caratteristica sabbia che ricorda le dune del deserto.;bandiere;40.060584;15.280155
Palinuro - Saline;La Spiaggia delle Saline  situata a ridosso della parte settentrionale di Palinuro. Si tratta di una bellissima spiaggia di soffice sabbia dorata lunga quasi 5 chilometri, dal forte fascino selvaggio ed orlata da macchia mediterranea. Il mare  ovunque molto bello, azzurro, cristallino e trasparente, con fondali sabbiosi e in gran parte bassi, ideale per nuotare e fare il bagno.;bandiere;40.054932;15.28233
Palinuro - Porto;La Spiaggia del Porto  situata proprio a ridosso del porto di Palinuro, incastonata all'interno di una magnifica insenatura, ben protetta dai venti grazie alle alte scogliere ricoperte di verde che la delimitano. Si tratta di una bellissima spiaggia di sabbia punteggiata da qualche ciottolo, caratterizzata da un litorale piuttosto stretto e lungo qualche centinaio di metri. Il mare  ovunque bellissimo, cristallino e trasparente, con fondali sabbiosi e digradanti, ideale per fare il bagno. Le barche dei pescatori ancorate vicino alla riva rendono inoltre questa spiaggia ancor pi pittoresca e rilassante. Da questa spiaggia  possibile fare escursioni alle Grotte di Capo Palinuro.;bandiere;40.029516;15.276137
Baia Arena;Area caratterizzata da litorale sabbioso. Foce del Rio Arena. Zona urbanizzata a nord ed ambienti seminaturali a sud del tratto.;bandiere;40.232177;14.955244
Spiaggia Capitello;Costa caratterizzata da litorale tra roccioso e ciottoloso. Zona prevalentemente urbanizzata a nord ed ambienti seminaturali a sud del tratto.;bandiere;40.210535;15.000452
Spiaggia Agnone;Costa caratterizzata da litorale tra roccioso e ciottoloso. Zona prevalentemente urbanizzata con scogliere frangiflutti a protezione della spiaggia.;bandiere;40.214052;14.996128
San Nicola;Area caratterizzata da costa alta con pareti subverticali, litorale tra roccioso e sabbioso. Foce del Rio Arena a nord. Zona di ambienti seminaturali.;bandiere;40.220311;14.983068
Ficaiola;La spiaggia della Ficaiola si trova a Marina di Pisciotta ed  una delle pi belle e selvagge del Cilento. Situata sul versante Sud della localit balneare campana, in direzione Palinuro,  famosa per il suo arenile composto da sabbia, ciottoli e sassi piani. Larenile  stretto e lungo e circondato da un mare cristallino e da una folta vegetazione di tipo mediterraneo. Luogo ideale per una vacanza allinsegna del relax, non a caso siamo allinterno della Baia del Silenzio.;bandiere;40.096715;15.23647
Marina Acquabianca;La spiaggia di Acquabianca, anche conosciuta come spiaggia Marina di Acquabianca,  situata sulle meravigliose coste del Cilento, sul versante Nord della localit balneare di Marina di Pisciotta. Larenile  stretto e lungo e composto da sabbia di colorazione chiara, ciottoli e scogli. I fondali marini sono cristallini e permettono ai nuotatori poco esperti di fare il bagno in tranquillit perch digradano dolcemente. Una curiosit: La spiaggia de lAcquabianca di Pisciotta si conclude, prima di arrivare a Marina di Ascea, con lo scoglio di Mezza Galera (ri Meza Calera in dialetto), luogo in cui un tempo si nascondevano le barche che contrabbandavano sale.;bandiere;40.106777;15.223918
Torraca;Costa alta caratterizzata da litorale tra roccioso e ciottoloso. Zona prevalentemente ad ambienti seminaturali con discreta urbanizzazione lungo la costa.;bandiere;40.083829;15.259391
Fosso della Marina;Costa alta caratterizzata da litorale tra roccioso e ciottoloso. Zona prevalentemente ad ambienti seminaturali ed area portuale a sud del tratto.;bandiere;40.118817;15.212068
Pietracciaio;Costa alta caratterizzata da litorale tra roccioso e ciottoloso. Zona prevalentemente ad ambienti seminaturali.;bandiere;40.123832;15.204486
Gabella;Circa 1,5 Km della costa di Pisciotta sono rappresentati dal litorale dalla sabbia bianca e finissima della spiaggia della Gabella dove si conservano ancora intatte le caratteristiche proprie della duna sabbiosa. In particolare,  presente una numerosa popolazione di Giglio di mare. La fascia mediterraneo-arida del retrospiaggia caratterizza l'intero territorio comunale ed  regno della multiforme e policroma macchia mediterranea che comprende: Il Corbezzolo (Arbutus Unedo), il Mirto o Mortella (Myrtus communis), il Lentisco (Pistacia Lentiscus), lErica (Erica Arborea), la Ginestra (Serothmnus scoparus), il Cisto e il Leccio.Nellarea costiera, in particolare, il tessuto dei boschi sempreverdi e della macchia mediterranea  permeato da splendidi uliveti che caratterizzano fortemente tutto il territorio: alberi maestosi, veri e propri monumenti vegetali che a volte superano i mille anni di et.;bandiere;40.0711;15.274079
Pioppi;Costa alta caratterizzata da litorale prevalentemente roccioso. Presenza di barriere frangliflutti a protezione della spiaggia. Zona rurale ed urbanizzata a nord del tratto in corrispondenza dell'abitato di Pioppi.;bandiere;40.173848;15.088905
Acciaroli;Costa bassa caratterizzata da litorale in prevalenza sabbioso. Zona rurale e discretamente urbanizzata con abitato di Acciaroli ed area portuale;bandiere;40.177767;15.028622
